STEP,X,Y
15000,3.1736,5.0604
15000,5.2125,8.1398
15000,2.4156,7.1722
15000,7.5765,6.3884
15000,2.0327,3.5645
15000,2.8065,6.1558
15000,7.2885,2.9184
15000,1.3403,7.5664
16000,2.0155,4.7909
16000,6.3733,4.7622
16000,5.3202,4.3674
16000,6.3975,8.2218
16000,3.6842,2.7953
16000,3.6037,7.1771
16000,6.3612,3.6026
16000,0.7715,6.5271
16000,0.7906,5.2487
16000,5.7176,6.9149
16000,6.2222,2.3752
16000,6.4191,5.9659
16000,5.2418,5.6537
16000,4.2862,4.9076
16000,7.3811,5.2848
16000,2.8691,8.2304
16000,4.6298,6.9339
16000,4.5509,2.0392
16000,4.1344,8.1630
16000,9.3011,5.9855
16000,6.7814,7.1170
16000,3.2193,3.9196
16000,1.7533,5.9654
16000,8.5303,5.0974
16000,7.7385,7.7245
16000,4.9696,9.0522
16000,3.9839,6.0002
16000,4.3386,3.7728
16000,8.3721,3.6172
16000,5.2727,3.1266
16000,7.3815,4.1258
16000,8.6011,6.8767
16000,3.1736,5.0604
16000,5.2505,7.9591
16000,2.4156,7.1722
16000,7.5765,6.3884
16000,2.0327,3.5645
16000,2.8065,6.1558
16000,7.2849,2.9577
16000,1.3403,7.5664
17000,2.0181,4.7935
17000,6.3733,4.7622
17000,5.3202,4.3674
17000,6.3975,8.2218
17000,3.6842,2.7953
17000,3.6037,7.1771
17000,6.3612,3.6026
17000,0.7715,6.5271
17000,0.7906,5.2487
17000,5.7176,6.9149
17000,6.2222,2.3752
17000,6.4191,5.9659
17000,5.2418,5.6537
17000,4.2862,4.9076
17000,7.3811,5.2848
17000,2.8691,8.2304
17000,4.6298,6.9339
17000,4.5374,2.0706
17000,4.1344,8.1630
17000,9.3011,5.9855
17000,6.7814,7.1170
17000,3.1893,3.9017
17000,1.7533,5.9654
17000,8.5303,5.0974
17000,7.7385,7.7245
17000,4.9696,9.0522
17000,3.9839,6.0002
17000,4.3386,3.7728
17000,8.3854,3.7236
17000,5.2727,3.1266
17000,7.3815,4.1258
17000,8.6011,6.8767
17000,3.1736,5.0604
17000,5.2888,7.9559
17000,2.4156,7.1722
17000,7.5765,6.3884
17000,2.0327,3.5645
17000,2.8065,6.1558
17000,7.2849,2.9577
17000,1.3403,7.5664
18000,2.0181,4.7935
18000,6.3733,4.7622
18000,5.3202,4.3674
18000,6.3975,8.2218
18000,3.6842,2.7953
18000,3.6037,7.1771
18000,6.3584,3.6053
18000,0.7715,6.5271
18000,0.8897,5.1859
18000,5.7176,6.9149
18000,6.2294,2.3795
18000,6.4191,5.9659
18000,5.2418,5.6537
18000,4.2862,4.9076
18000,7.3811,5.2848
18000,2.8691,8.2304
18000,4.6298,6.9339
18000,4.5374,2.0706
18000,4.1344,8.1630
18000,9.3011,5.9855
18000,6.7814,7.1170
18000,3.1893,3.9017
18000,1.7533,5.9654
18000,8.5303,5.0974
18000,7.7385,7.7245
18000,4.9696,9.0522
18000,3.9839,6.0002
18000,4.3386,3.7728
18000,8.3854,3.7236
18000,5.2727,3.1266
18000,7.3815,4.1258
18000,8.6011,6.8767
18000,3.1736,5.0604
18000,5.2888,7.9559
18000,2.4156,7.1722
18000,7.5765,6.3884
18000,2.1491,3.5610
18000,2.8065,6.1558
18000,7.2849,2.9577
18000,1.3403,7.5664
19000,2.0181,4.7935
19000,6.3733,4.7622
19000,5.3202,4.3674
19000,6.3975,8.2218
19000,3.6842,2.7953
19000,3.6037,7.1771
19000,6.3584,3.6053
19000,0.7715,6.5271
19000,0.8897,5.1859
19000,5.7176,6.9149
19000,6.2294,2.3795
19000,6.4191,5.9659
19000,5.2357,5.7064
19000,4.2862,4.9076
19000,7.3811,5.2848
19000,2.8691,8.2304
19000,4.6443,6.9713
19000,4.5374,2.0706
19000,4.1344,8.1630
19000,9.3011,5.9855
19000,6.7814,7.1170
19000,3.1893,3.9017
19000,1.7533,5.9654
19000,8.5303,5.0974
19000,7.7385,7.7245
19000,4.9696,9.0522
19000,3.9839,6.0002
19000,4.3386,3.7728
19000,8.4087,3.6790
19000,5.2727,3.1266
19000,7.3815,4.1258
19000,8.6011,6.8767
19000,3.1736,5.0604
19000,5.2888,7.9559
19000,2.4156,7.1722
19000,7.5723,6.3767
19000,2.1491,3.5610
19000,2.8065,6.1558
19000,7.2849,2.9577
19000,1.3403,7.5664
20000,2.0181,4.7935
20000,6.3716,4.7766
20000,5.3202,4.3674
20000,6.4592,8.1886
20000,3.6842,2.7953
20000,3.6037,7.1771
20000,6.3584,3.6053
20000,0.7715,6.5271
20000,0.8897,5.1859
20000,5.7176,6.9149
20000,6.2294,2.3795
20000,6.4191,5.9659
20000,5.2357,5.7064
20000,4.3206,4.9376
20000,7.3811,5.2848
20000,2.9318,8.1132
20000,4.6443,6.9713
20000,4.6040,2.1190
20000,4.1344,8.1630
20000,9.3011,5.9855
20000,6.7814,7.1170
20000,3.1893,3.9017
20000,1.7533,5.9654
20000,8.4336,4.8638
20000,7.7385,7.7245
20000,4.9696,9.0522
20000,3.9839,6.0002
20000,4.3386,3.7728
20000,8.4087,3.6790
20000,5.2727,3.1266
20000,7.3822,4.1747
20000,8.6011,6.8767
20000,3.1736,5.0604
20000,5.2888,7.9559
20000,2.3752,7.1450
20000,7.5723,6.3767
20000,2.1491,3.5610
20000,2.8065,6.1558
20000,7.2849,2.9577
20000,1.3403,7.5664
21000,2.0181,4.7935
21000,6.3716,4.7766
21000,5.3202,4.3674
21000,6.4592,8.1886
21000,3.6842,2.7953
21000,3.6037,7.1771
21000,6.3584,3.6053
21000,0.7715,6.5271
21000,0.8931,5.1994
21000,5.7176,6.9149
21000,6.1946,2.4971
21000,6.4191,5.9659
21000,5.2357,5.7064
21000,4.3206,4.9376
21000,7.3811,5.2848
21000,2.9318,8.1132
21000,4.6443,6.9713
21000,4.6040,2.1190
21000,4.1463,8.1853
21000,9.1837,5.8822
21000,6.7814,7.1170
21000,3.1870,3.9354
21000,1.7533,5.9654
21000,8.4336,4.8638
21000,7.7442,7.6826
21000,4.9696,9.0522
21000,3.9839,6.0002
21000,4.3386,3.7728
21000,8.4087,3.6790
21000,5.2727,3.1266
21000,7.3822,4.1747
21000,8.6011,6.8767
21000,3.1736,5.0604
21000,5.3107,7.9541
21000,2.3752,7.1450
21000,7.5723,6.3767
21000,2.1339,3.6069
21000,2.8065,6.1558
21000,7.2849,2.9577
21000,1.3403,7.5664
22000,2.0181,4.7935
22000,6.3716,4.7766
22000,5.3202,4.3674
22000,6.4592,8.1886
22000,3.6781,2.8480
22000,3.5062,7.1796
22000,6.3584,3.6053
22000,0.7715,6.5271
22000,0.8931,5.1994
22000,5.7176,6.9149
22000,6.1880,2.4905
22000,6.4191,5.9659
22000,5.2357,5.7064
22000,4.3149,4.9343
22000,7.3811,5.2848
22000,2.9318,8.1132
22000,4.6443,6.9713
22000,4.6040,2.1190
22000,4.1463,8.1853
22000,9.1837,5.8822
22000,6.7814,7.1170
22000,3.1870,3.9354
22000,1.7533,5.9654
22000,8.4336,4.8638
22000,7.7442,7.6826
22000,4.9696,9.0522
22000,3.9839,6.0002
22000,4.3386,3.7728
22000,8.4087,3.6790
22000,5.2727,3.1266
22000,7.3822,4.1747
22000,8.6011,6.8767
22000,3.1736,5.0604
22000,5.3107,7.9541
22000,2.3133,7.1124
22000,7.5708,6.3745
22000,2.1339,3.6069
22000,2.8065,6.1558
22000,7.2849,2.9577
22000,1.3403,7.5664
23000,2.0181,4.7935
23000,6.3716,4.7766
23000,5.3202,4.3674
23000,6.4592,8.1886
23000,3.6781,2.8480
23000,3.5062,7.1796
23000,6.3597,3.6065
23000,0.7715,6.5271
23000,0.8651,5.2558
23000,5.7176,6.9149
23000,6.1993,2.4518
23000,6.4191,5.9659
23000,5.2357,5.7064
23000,4.3149,4.9343
23000,7.3811,5.2848
23000,2.9369,8.1257
23000,4.6443,6.9713
23000,4.6040,2.1190
23000,4.1453,8.1847
23000,9.1837,5.8822
23000,6.7814,7.1170
23000,3.1870,3.9354
23000,1.7533,5.9654
23000,8.4336,4.8638
23000,7.7442,7.6826
23000,4.9696,9.0522
23000,3.9839,6.0002
23000,4.3386,3.7728
23000,8.3867,3.5994
23000,5.2727,3.1266
23000,7.3822,4.1747
23000,8.6011,6.8767
23000,3.1736,5.0604
23000,5.3107,7.9541
23000,2.3133,7.1124
23000,7.5708,6.3745
23000,2.1339,3.6069
23000,2.8065,6.1558
23000,7.2849,2.9577
23000,1.3403,7.5664
24000,2.0181,4.7935
24000,6.3716,4.7766
24000,5.3202,4.3674
24000,6.4592,8.1886
24000,3.6781,2.8480
24000,3.5062,7.1796
24000,6.3249,3.6231
24000,0.7715,6.5271
24000,0.8651,5.2558
24000,5.7176,6.9149
24000,6.1993,2.4518
24000,6.4191,5.9659
24000,5.2353,5.7164
24000,4.3038,4.9111
24000,7.3811,5.2848
24000,2.9029,8.1152
24000,4.6443,6.9713
24000,4.6040,2.1190
24000,4.1562,8.1684
24000,9.1837,5.8822
24000,6.7814,7.1170
24000,3.1870,3.9354
24000,1.7533,5.9654
24000,8.4336,4.8638
24000,7.7442,7.6826
24000,4.9696,9.0522
24000,3.9839,6.0002
24000,4.3386,3.7728
24000,8.4037,3.6407
24000,5.2727,3.1266
24000,7.3822,4.1747
24000,8.6011,6.8767
24000,3.1736,5.0604
24000,5.3107,7.9541
24000,2.3133,7.1124
24000,7.5708,6.3745
24000,2.1339,3.6069
24000,2.8065,6.1558
24000,7.2849,2.9577
24000,1.3403,7.5664
25000,2.0150,4.8141
25000,6.3716,4.7766
25000,5.3202,4.3674
25000,6.4592,8.1886
25000,3.6781,2.8480
25000,3.5062,7.1796
25000,6.3249,3.6231
25000,0.7715,6.5271
25000,0.8651,5.2558
25000,5.7176,6.9149
25000,6.1993,2.4518
25000,6.4191,5.9659
25000,5.2353,5.7164
25000,4.3038,4.9111
25000,7.3611,5.3140
25000,2.9029,8.1152
25000,4.6443,6.9713
25000,4.6040,2.1190
25000,4.1351,8.1330
25000,9.1837,5.8822
25000,6.7814,7.1170
25000,3.1870,3.9354
25000,1.7539,5.9692
25000,8.4200,4.8832
25000,7.7442,7.6826
25000,4.9696,9.0522
25000,3.9839,6.0002
25000,4.3386,3.7728
25000,8.4037,3.6407
25000,5.2727,3.1266
25000,7.3816,4.1685
25000,8.6011,6.8767
25000,3.1736,5.0604
25000,5.3107,7.9541
25000,2.3133,7.1124
25000,7.5991,6.3894
25000,2.1339,3.6069
25000,2.8065,6.1558
25000,7.2849,2.9577
25000,1.3403,7.5664
26000,2.0181,4.8260
26000,6.3716,4.7766
26000,5.3202,4.3674
26000,6.4592,8.1886
26000,3.6781,2.8480
26000,3.5062,7.1796
26000,6.3249,3.6231
26000,0.7715,6.5271
26000,0.8651,5.2558
26000,5.7176,6.9149
26000,6.1993,2.4518
26000,6.4191,5.9659
26000,5.2353,5.7164
26000,4.3038,4.9111
26000,7.3611,5.3140
26000,2.9029,8.1152
26000,4.6443,6.9713
26000,4.6001,2.1222
26000,4.1351,8.1330
26000,9.1837,5.8822
26000,6.7814,7.1170
26000,3.1870,3.9354
26000,1.7539,5.9692
26000,8.4200,4.8832
26000,7.7442,7.6826
26000,4.9696,9.0522
26000,3.9839,6.0002
26000,4.3386,3.7728
26000,8.3650,3.6309
26000,5.2727,3.1266
26000,7.3816,4.1685
26000,8.6011,6.8767
26000,3.1736,5.0604
26000,5.3107,7.9541
26000,2.3133,7.1124
26000,7.5991,6.3894
26000,2.1272,3.5965
26000,2.8065,6.1558
26000,7.3088,3.0185
26000,1.3403,7.5664
27000,2.0181,4.8260
27000,6.3716,4.7766
27000,5.3202,4.3674
27000,6.4480,8.2007
27000,3.6781,2.8480
27000,3.5771,7.0869
27000,6.3249,3.6231
27000,0.7715,6.5271
27000,0.8651,5.2558
27000,5.7176,6.9149
27000,6.1993,2.4518
27000,6.4191,5.9659
27000,5.2353,5.7164
27000,4.3120,4.9176
27000,7.3611,5.3140
27000,2.9029,8.1152
27000,4.6443,6.9713
27000,4.5931,2.1306
27000,4.1351,8.1330
27000,9.1837,5.8822
27000,6.7814,7.1170
27000,3.1870,3.9354
27000,1.7539,5.9692
27000,8.4200,4.8832
27000,7.7433,7.6817
27000,4.9696,9.0522
27000,3.9839,6.0002
27000,4.3386,3.7728
27000,8.3650,3.6309
27000,5.2786,3.1484
27000,7.3816,4.1685
27000,8.6011,6.8767
27000,3.1736,5.0604
27000,5.3107,7.9541
27000,2.3133,7.1124
27000,7.5991,6.3894
27000,2.1272,3.5965
27000,2.8065,6.1558
27000,7.3088,3.0185
27000,1.3403,7.5664
28000,2.0181,4.8260
28000,6.3716,4.7766
28000,5.3202,4.3674
28000,6.4480,8.2007
28000,3.6781,2.8480
28000,3.5771,7.0869
28000,6.3249,3.6231
28000,0.7715,6.5271
28000,0.8651,5.2558
28000,5.7176,6.9149
28000,6.1993,2.4612
28000,6.4191,5.9659
28000,5.2083,5.7853
28000,4.3120,4.9176
28000,7.3611,5.3140
28000,2.9029,8.1152
28000,4.6443,6.9713
28000,4.5931,2.1306
28000,4.1351,8.1330
28000,9.1652,5.7396
28000,6.7814,7.1170
28000,3.1870,3.9354
28000,1.7539,5.9692
28000,8.4200,4.8832
28000,7.7433,7.6817
28000,4.9696,9.0522
28000,3.9839,6.0002
28000,4.3386,3.7728
28000,8.3650,3.6309
28000,5.2786,3.1484
28000,7.3816,4.1685
28000,8.6011,6.8767
28000,3.1736,5.0604
28000,5.3107,7.9541
28000,2.3133,7.1124
28000,7.5991,6.3894
28000,2.1272,3.5965
28000,2.8394,6.0757
28000,7.3088,3.0185
28000,1.3403,7.5664
29000,2.0181,4.8260
29000,6.3716,4.7766
29000,5.3202,4.3674
29000,6.4480,8.2007
29000,3.6781,2.8480
29000,3.5714,7.0760
29000,6.3249,3.6231
29000,0.7715,6.5271
29000,0.8651,5.2558
29000,5.7176,6.9149
29000,6.1993,2.4612
29000,6.4128,5.9927
29000,5.2083,5.7853
29000,4.3120,4.9176
29000,7.3611,5.3140
29000,2.9029,8.1152
29000,4.6443,6.9713
29000,4.5756,2.1639
29000,4.1351,8.1330
29000,8.8940,5.8839
29000,6.7814,7.1170
29000,3.1870,3.9354
29000,1.7539,5.9692
29000,8.4200,4.8832
29000,7.7433,7.6817
29000,4.9696,9.0522
29000,3.9839,6.0002
29000,4.3386,3.7728
29000,8.3650,3.6309
29000,5.2740,3.1533
29000,7.3816,4.1685
29000,8.6011,6.8767
29000,3.1736,5.0604
29000,5.3107,7.9541
29000,2.3783,7.1234
29000,7.5991,6.3894
29000,2.1272,3.5965
29000,2.8394,6.0757
29000,7.3088,3.0185
29000,1.3403,7.5664
30000,2.0181,4.8260
30000,6.3716,4.7766
30000,5.3202,4.3674
30000,6.4480,8.2007
30000,3.6781,2.8480
30000,3.5714,7.0760
30000,6.3249,3.6231
30000,0.7715,6.5271
30000,0.8939,5.2586
30000,5.7176,6.9149
30000,6.1993,2.4612
30000,6.4128,5.9927
30000,5.2083,5.7853
30000,4.3120,4.9176
30000,7.3611,5.3140
30000,2.9035,8.1142
30000,4.6443,6.9713
30000,4.6795,2.2525
30000,4.1351,8.1330
30000,8.8940,5.8839
30000,6.7814,7.1170
30000,3.1870,3.9354
30000,1.7539,5.9692
30000,8.3546,4.8460
30000,7.7433,7.6817
30000,4.9292,9.0362
30000,4.0128,5.9931
30000,4.3386,3.7728
30000,8.3650,3.6309
30000,5.2740,3.1533
30000,7.3816,4.1685
30000,8.5354,6.8876
30000,3.1736,5.0604
30000,5.3107,7.9541
30000,2.3227,7.0353
30000,7.5991,6.3894
30000,2.1274,3.5968
30000,2.8394,6.0757
30000,7.3088,3.0185
30000,1.3403,7.5664
